id_transaksi,id_pelanggan,kategori,channel,kota,kuantitas,harga_satuan,diskon,total_nilai,tahun,bulan,tanggal,tanggal_transaksi
78d52353,usr-0005,fashion,web,Palembang,14,545491.58,0.1997,6111445.6,2024,3,2024-03-18,2024-03-18
c29da4b0,usr-0146,fashion,atm,Denpasar,11,594996.84,0.0866,5978116.56,2024,11,2024-11-29,2024-11-29
3f765572,usr-0219,makanan,web,Jakarta,13,125577.08,0.0769,1506930.05,2024,4,2024-04-12,2024-04-12
ea79e65b,usr-0216,makanan,atm,Makassar,16,45126.74,0.108,644015.46,2024,5,2024-05-18,2024-05-18
118b11d3,usr-0005,fashion,mobile,Palembang,6,410256.59,0.2027,1962497.57,2024,8,2024-08-06,2024-08-06
0c7fd216,usr-0010,makanan,web,Surabaya,10,34157.93,0.0913,310379.81,2024,1,2024-01-07,2024-01-07
c6a0d39e,usr-0003,elektronik,atm,Palembang,19,959681.98,0.0112,18030558.05,2024,8,2024-08-01,2024-08-01
3e7c8155,usr-0010,olahraga,atm,Surabaya,4,2495652.85,0.2818,7169984.64,2024,8,2024-08-30,2024-08-30
ec764089,usr-0012,olahraga,web,Denpasar,20,1497884.87,0.1698,24869977.38,2024,5,2024-05-09,2024-05-09
2416c7df,usr-0065,elektronik,mobile,Medan,15,1270633.92,0.1633,15946927.84,2024,3,2024-03-02,2024-03-02
73610846,usr-0004,makanan,mobile,Denpasar,8,31058.39,0.0935,225231.4,2024,2,2024-02-24,2024-02-24
465628c9,usr-0223,fashion,mobile,Makassar,5,52510.75,0.1843,214172.5,2024,9,2024-09-22,2024-09-22
59947e44,usr-0002,fashion,web,Denpasar,10,762524.49,0.1991,6106721.39,2024,6,2024-06-07,2024-06-07
edcfefaa,usr-0001,kesehatan,mobile,Makassar,16,179880.94,0.0071,2857726.27,2024,9,2024-09-23,2024-09-23
6f90b603,usr-0174,makanan,web,Jakarta,9,69276.89,0.2813,448101.25,2024,9,2024-09-09,2024-09-09
d3727b0b,usr-0091,makanan,atm,Yogyakarta,10,30739.87,0.0804,282671.61,2024,9,2024-09-05,2024-09-05
559d1f66,usr-0014,elektronik,teller,Palembang,3,2483321.12,0.1248,6520279.43,2024,2,2024-02-28,2024-02-28
2d74f685,usr-0054,kesehatan,atm,Medan,6,215263.04,0.2385,983520.47,2024,4,2024-04-10,2024-04-10
1ff3d2b1,usr-0005,olahraga,mobile,Palembang,15,2322073.17,0.2586,25823394.51,2024,1,2024-01-14,2024-01-14
43723599,usr-0003,fashion,atm,Palembang,15,739671.44,0.2299,8544245.99,2024,12,2024-12-14,2024-12-14
49830ba9,usr-0028,olahraga,web,Bandung,5,2236396.48,0.0701,10398343.99,2024,8,2024-08-24,2024-08-24
e25cb9e3,usr-0013,olahraga,web,Semarang,3,2101929.06,0.2363,4815458.68,2024,5,2024-05-12,2024-05-12
305240d1,usr-0060,elektronik,mobile,Makassar,13,1785399.5,0.1486,19761965.2,2024,8,2024-08-13,2024-08-13
4c2b5f15,usr-0005,fashion,atm,Palembang,18,56290.44,0.2422,767810.29,2024,8,2024-08-17,2024-08-17
c72d7503,usr-0075,kesehatan,teller,Jakarta,17,317725.13,0.1205,4750326.68,2024,12,2024-12-15,2024-12-15
2fcc7cf0,usr-0120,makanan,mobile,Surabaya,4,78786.47,0.1012,283252.17,2024,8,2024-08-31,2024-08-31
1eaaae9f,usr-0003,makanan,web,Palembang,3,52550.63,0.0825,144652.35,2024,11,2024-11-23,2024-11-23
235229e1,usr-0001,elektronik,atm,Makassar,13,5514363.3,0.0582,67513880.58,2024,12,2024-12-27,2024-12-27
8edabf20,usr-0023,fashion,mobile,Palembang,2,463833.95,0.1609,778430.24,2024,1,2024-01-11,2024-01-11
6caeb10d,usr-0124,elektronik,atm,Makassar,10,825552.99,0.0271,8032119.38,2024,2,2024-02-26,2024-02-26
9a09f2b5,usr-0071,otomotif,web,Makassar,4,446902.65,0.1766,1471932.3,2024,2,2024-02-06,2024-02-06
989a08f7,usr-0090,otomotif,web,Bandung,16,2409835.32,0.0455,36803761.7,2024,10,2024-10-01,2024-10-01
4130f00e,usr-0018,fashion,web,Jakarta,1,689081.96,0.0897,627261.11,2024,2,2024-02-27,2024-02-27
821b3775,usr-0006,kesehatan,mobile,Yogyakarta,9,103507.53,0.1198,819966.98,2024,4,2024-04-06,2024-04-06
5094c1aa,usr-0039,kesehatan,mobile,Denpasar,4,335428.54,0.0847,1228129.4,2024,5,2024-05-31,2024-05-31
6100a176,usr-0004,kesehatan,teller,Denpasar,19,240179.36,0.2373,3480654.72,2024,11,2024-11-11,2024-11-11
89b5d33b,usr-0101,makanan,mobile,Denpasar,19,86673.42,0.07,1531598.96,2024,11,2024-11-18,2024-11-18
64d33b1d,usr-0004,fashion,teller,Denpasar,18,329888.62,0.2523,4439870.42,2024,8,2024-08-04,2024-08-04
a31a7dc1,usr-0009,fashion,web,Palembang,3,758667.42,0.0949,2059994.19,2024,1,2024-01-03,2024-01-03
6fc8a9e6,usr-0034,kesehatan,web,Jakarta,3,406726.16,0.0915,1108492.33,2024,7,2024-07-27,2024-07-27
6f08d66f,usr-0030,fashion,teller,Yogyakarta,2,455140.64,0.0707,845891.06,2024,12,2024-12-20,2024-12-20
7b25a369,usr-0056,olahraga,atm,Palembang,6,2266042.81,0.2648,9996076.0,2024,10,2024-10-03,2024-10-03
545eb8c8,usr-0023,kesehatan,teller,Palembang,14,481119.61,0.0454,6429564.43,2024,4,2024-04-23,2024-04-23
bdad7ce1,usr-0223,makanan,mobile,Makassar,13,33489.38,0.195,350482.22,2024,12,2024-12-17,2024-12-17
476a1aa6,usr-0163,makanan,atm,Balikpapan,2,101055.13,0.0308,195888.91,2024,6,2024-06-26,2024-06-26
dce1b265,usr-0191,elektronik,web,Makassar,13,4191422.52,0.1371,47015560.67,2024,11,2024-11-05,2024-11-05
b38f7db8,usr-0064,kesehatan,atm,Jakarta,2,447964.87,0.0013,894805.94,2024,8,2024-08-07,2024-08-07
2f2c29fd,usr-0066,olahraga,web,Makassar,11,1568409.68,0.1316,14981906.42,2024,5,2024-05-18,2024-05-18
27aeed90,usr-0058,otomotif,web,Bandung,8,647614.99,0.1276,4520008.82,2024,1,2024-01-27,2024-01-27
3e52d06e,usr-0022,kesehatan,atm,Palembang,6,345782.23,0.2363,1584419.16,2024,11,2024-11-18,2024-11-18
0708bc58,usr-0011,elektronik,atm,Bandung,7,4753366.12,0.1987,26661597.89,2024,10,2024-10-04,2024-10-04
fb2a6df2,usr-0053,otomotif,web,Yogyakarta,10,2362017.71,0.1452,20190444.12,2024,6,2024-06-05,2024-06-05
391ffce6,usr-0001,makanan,atm,Makassar,18,36836.26,0.0428,634650.44,2024,10,2024-10-18,2024-10-18
4e289061,usr-0001,fashion,atm,Makassar,2,745368.89,0.0221,1457822.45,2024,1,2024-01-07,2024-01-07
71b6a200,usr-0171,fashion,atm,Denpasar,6,181639.01,0.1682,906576.64,2024,2,2024-02-21,2024-02-21
5567b0aa,usr-0001,otomotif,atm,Makassar,2,2703568.38,0.2909,3834296.81,2024,10,2024-10-28,2024-10-28
51d3b661,usr-0037,kesehatan,web,Semarang,5,148198.29,0.1734,612476.25,2024,2,2024-02-04,2024-02-04
c400dc31,usr-0060,fashion,teller,Makassar,9,613218.8,0.0798,5078321.21,2024,7,2024-07-24,2024-07-24
9c2896c1,usr-0004,kesehatan,mobile,Denpasar,14,429747.17,0.0653,5623852.8,2024,11,2024-11-14,2024-11-14
c23d5d04,usr-0204,fashion,mobile,Bandung,16,290630.93,0.0706,4321750.39,2024,2,2024-02-20,2024-02-20
efefdbba,usr-0004,makanan,teller,Denpasar,3,82697.86,0.2095,196107.72,2024,1,2024-01-11,2024-01-11
3e63a437,usr-0195,olahraga,mobile,Denpasar,10,261078.78,0.0188,2561813.22,2024,1,2024-01-06,2024-01-06
ff238115,usr-0119,fashion,atm,Denpasar,13,601666.33,0.2273,6043427.71,2024,5,2024-05-06,2024-05-06
06407e5b,usr-0006,fashion,web,Yogyakarta,12,326277.82,0.2476,2945765.21,2024,11,2024-11-25,2024-11-25
0dd1d33d,usr-0003,otomotif,mobile,Palembang,5,1644643.79,0.0675,7668241.52,2024,1,2024-01-24,2024-01-24
a0c0a2c5,usr-0010,olahraga,teller,Surabaya,10,2085661.53,0.2949,14705463.48,2024,7,2024-07-15,2024-07-15
5391b93e,usr-0018,elektronik,web,Jakarta,12,4115278.52,0.2508,36999350.82,2024,7,2024-07-15,2024-07-15
aea3b563,usr-0006,kesehatan,teller,Yogyakarta,3,408114.94,0.1217,1075303.85,2024,10,2024-10-18,2024-10-18
c63356cb,usr-0299,kesehatan,teller,Balikpapan,14,377796.88,0.2264,4091795.25,2024,10,2024-10-31,2024-10-31
e3634719,usr-0005,otomotif,atm,Palembang,12,2726895.53,0.1489,27851178.6,2024,5,2024-05-10,2024-05-10
797b3ea1,usr-0157,olahraga,atm,Bandung,2,2334552.62,0.0994,4204933.09,2024,6,2024-06-14,2024-06-14
9cb5e3b7,usr-0003,otomotif,mobile,Palembang,14,2388116.66,0.2285,25792964.69,2024,3,2024-03-01,2024-03-01
7170a225,usr-0280,otomotif,mobile,Medan,5,924416.53,0.2993,3238814.68,2024,12,2024-12-21,2024-12-21
009bd388,usr-0005,olahraga,atm,Palembang,13,1249756.15,0.0972,14666992.77,2024,11,2024-11-15,2024-11-15
f17ad81d,usr-0021,kesehatan,teller,Bandung,15,314424.71,0.0751,4362049.1,2024,9,2024-09-15,2024-09-15
deee23cb,usr-0045,fashion,mobile,Surabaya,12,110778.25,0.2244,1031091.93,2024,6,2024-06-29,2024-06-29
5ab976ab,usr-0002,makanan,atm,Denpasar,20,28784.05,0.1374,496591.15,2024,4,2024-04-26,2024-04-26
4ec28d4b,usr-0149,fashion,mobile,Jakarta,7,590333.0,0.0562,3900011.13,2024,9,2024-09-09,2024-09-09
a879a523,usr-0008,elektronik,mobile,Balikpapan,17,4926381.33,0.1475,71393704.69,2024,5,2024-05-18,2024-05-18
d7f645eb,usr-0043,olahraga,mobile,Medan,3,842723.58,0.2067,2005484.24,2024,3,2024-03-31,2024-03-31
c8834e8f,usr-0043,otomotif,web,Medan,11,106346.88,0.1604,982133.16,2024,6,2024-06-29,2024-06-29
0c04e5e1,usr-0056,olahraga,atm,Palembang,18,2155519.88,0.1851,31618250.82,2024,5,2024-05-15,2024-05-15
9a63dcb8,usr-0001,elektronik,teller,Makassar,15,6865781.23,0.0756,95204796.82,2024,9,2024-09-08,2024-09-08
6e621bcb,usr-0003,elektronik,mobile,Palembang,8,543639.08,0.1442,3721943.15,2024,5,2024-05-22,2024-05-22
666cb62f,usr-0003,kesehatan,web,Palembang,18,213457.88,0.0785,3540467.55,2024,9,2024-09-23,2024-09-23
148172bd,usr-0009,olahraga,web,Palembang,16,1317897.81,0.1472,17981519.78,2024,8,2024-08-28,2024-08-28
b8c76560,usr-0003,makanan,mobile,Palembang,3,45868.34,0.1525,116622.63,2024,8,2024-08-25,2024-08-25
e202351b,usr-0225,elektronik,mobile,Denpasar,13,1681147.45,0.2293,16842642.6,2024,3,2024-03-11,2024-03-11
ba4d067a,usr-0035,makanan,mobile,Balikpapan,4,37350.19,0.003,148945.58,2024,3,2024-03-19,2024-03-19
74970245,usr-0062,fashion,atm,Jakarta,2,292206.93,0.0627,547770.09,2024,6,2024-06-16,2024-06-16
2722a825,usr-0014,otomotif,teller,Palembang,14,2776192.78,0.3,27206936.2,2024,2,2024-02-14,2024-02-14
a007ca09,usr-0008,fashion,atm,Balikpapan,17,520455.86,0.1098,7875947.25,2024,3,2024-03-09,2024-03-09
6ee5fac9,usr-0033,olahraga,mobile,Semarang,4,412247.21,0.153,1396659.01,2024,1,2024-01-10,2024-01-10
21213ba9,usr-0009,kesehatan,atm,Palembang,6,179488.83,0.1602,904371.0,2024,1,2024-01-31,2024-01-31
c2fa420f,usr-0013,kesehatan,atm,Semarang,14,235823.53,0.0227,3226549.08,2024,1,2024-01-14,2024-01-14
ec2d9c1b,usr-0025,olahraga,atm,Denpasar,12,2496131.06,0.0278,29120245.59,2024,12,2024-12-05,2024-12-05
69e09d92,usr-0034,makanan,mobile,Jakarta,17,66846.81,0.0486,1081155.45,2024,11,2024-11-24,2024-11-24
887eaec4,usr-0284,kesehatan,web,Denpasar,12,271674.77,0.2734,2368743.69,2024,1,2024-01-15,2024-01-15
f27172dc,usr-0005,elektronik,atm,Palembang,3,6060744.54,0.289,12927368.02,2024,4,2024-04-23,2024-04-23
97fc1e43,usr-0031,olahraga,mobile,Denpasar,8,2362054.43,0.161,15853499.89,2024,9,2024-09-27,2024-09-27
f7f29737,usr-0003,olahraga,atm,Palembang,16,2431794.15,0.0718,36114210.39,2024,2,2024-02-10,2024-02-10
db143b2f,usr-0013,otomotif,teller,Semarang,3,2303837.95,0.2434,5229463.91,2024,1,2024-01-26,2024-01-26
56b3f84b,usr-0097,makanan,web,Yogyakarta,4,64411.82,0.2435,194918.55,2024,1,2024-01-15,2024-01-15
765f3c24,usr-0003,kesehatan,teller,Palembang,9,338970.64,0.2496,2289399.42,2024,5,2024-05-06,2024-05-06
1028b79f,usr-0051,kesehatan,mobile,Palembang,2,424089.75,0.127,740427.17,2024,1,2024-01-24,2024-01-24
a9c7321e,usr-0020,olahraga,atm,Denpasar,9,2490097.53,0.2352,17139510.24,2024,7,2024-07-12,2024-07-12
5aa8b077,usr-0001,kesehatan,teller,Makassar,12,292149.27,0.126,3064200.43,2024,7,2024-07-24,2024-07-24
2edc8643,usr-0235,fashion,web,Balikpapan,4,84597.76,0.2855,241769.41,2024,4,2024-04-08,2024-04-08
6f19fa97,usr-0020,fashion,atm,Denpasar,2,489015.2,0.0739,905760.08,2024,11,2024-11-03,2024-11-03
ff987a64,usr-0130,fashion,mobile,Makassar,13,332329.63,0.1835,3527335.82,2024,4,2024-04-17,2024-04-17
99c7d816,usr-0020,fashion,mobile,Denpasar,19,119595.09,0.2202,1771981.18,2024,2,2024-02-10,2024-02-10
debfdba7,usr-0239,makanan,teller,Surabaya,18,126430.48,0.2704,1660354.65,2024,7,2024-07-21,2024-07-21
6bce8c73,usr-0009,elektronik,teller,Palembang,15,4357356.34,0.1423,56061871.37,2024,9,2024-09-22,2024-09-22
f24070bb,usr-0020,elektronik,atm,Denpasar,11,4745801.13,0.2748,37857065.05,2024,11,2024-11-30,2024-11-30
b2a27e68,usr-0116,olahraga,mobile,Jakarta,18,1339553.78,0.2133,18969771.96,2024,12,2024-12-21,2024-12-21
d54d1408,usr-0013,elektronik,web,Semarang,13,2095154.88,0.168,22662456.18,2024,11,2024-11-19,2024-11-19
4a556311,usr-0014,otomotif,teller,Palembang,11,2660270.92,0.2958,20607826.2,2024,11,2024-11-13,2024-11-13
c2ecb58b,usr-0295,kesehatan,teller,Denpasar,16,372490.69,0.1067,5323847.02,2024,8,2024-08-10,2024-08-10
a25794c0,usr-0044,makanan,web,Surabaya,19,34977.93,0.1283,579282.54,2024,5,2024-05-18,2024-05-18
b71293ea,usr-0085,makanan,web,Balikpapan,6,87867.53,0.057,497154.08,2024,4,2024-04-13,2024-04-13
113e009d,usr-0069,kesehatan,atm,Balikpapan,10,354368.01,0.0754,3276579.8,2024,5,2024-05-11,2024-05-11
96b0b302,usr-0156,fashion,web,Palembang,9,83921.36,0.1014,678701.15,2024,5,2024-05-02,2024-05-02
4ee66a60,usr-0178,otomotif,teller,Palembang,13,2202910.75,0.1319,24861722.69,2024,12,2024-12-23,2024-12-23
68df0379,usr-0046,elektronik,atm,Surabaya,12,1000023.87,0.0542,11349967.45,2024,10,2024-10-24,2024-10-24
36f7bab9,usr-0009,kesehatan,atm,Palembang,11,52692.44,0.2232,450238.57,2024,8,2024-08-31,2024-08-31
771c1623,usr-0001,fashion,teller,Makassar,9,270355.94,0.0519,2306842.96,2024,1,2024-01-19,2024-01-19
23a54eab,usr-0060,makanan,mobile,Makassar,5,145553.69,0.244,550201.54,2024,8,2024-08-03,2024-08-03
f011d366,usr-0154,makanan,atm,Makassar,18,26833.64,0.0145,476000.15,2024,3,2024-03-15,2024-03-15
ad93da02,usr-0025,otomotif,teller,Denpasar,15,2346912.02,0.1495,29942192.42,2024,7,2024-07-11,2024-07-11
4f83db93,usr-0003,fashion,mobile,Palembang,14,129980.39,0.2561,1353727.19,2024,1,2024-01-26,2024-01-26
b0a3f22d,usr-0008,makanan,web,Balikpapan,19,117880.08,0.0312,2169791.67,2024,8,2024-08-26,2024-08-26
d4ade9cb,usr-0035,kesehatan,atm,Balikpapan,4,163221.11,0.2865,465826.04,2024,3,2024-03-22,2024-03-22
7a36a414,usr-0161,fashion,mobile,Balikpapan,4,533726.86,0.259,1581919.57,2024,6,2024-06-25,2024-06-25
ae953096,usr-0003,kesehatan,teller,Palembang,17,40719.01,0.1614,580502.25,2024,11,2024-11-18,2024-11-18
c1889af8,usr-0059,makanan,atm,Medan,5,68858.79,0.1214,302489.47,2024,4,2024-04-27,2024-04-27
a94410c6,usr-0114,fashion,mobile,Medan,16,412412.01,0.2039,5253093.73,2024,6,2024-06-02,2024-06-02
726ba485,usr-0238,elektronik,web,Jakarta,16,2404086.58,0.0655,35946925.79,2024,1,2024-01-18,2024-01-18
508e2aec,usr-0002,kesehatan,mobile,Denpasar,18,50327.02,0.0772,835975.18,2024,1,2024-01-18,2024-01-18
3cbc73ec,usr-0229,olahraga,mobile,Palembang,7,538658.81,0.0303,3656260.75,2024,5,2024-05-29,2024-05-29
ce5cbcf4,usr-0056,elektronik,teller,Palembang,20,5084016.38,0.1424,87204009.2,2024,12,2024-12-16,2024-12-16
7eb3791e,usr-0120,otomotif,atm,Surabaya,12,548526.72,0.0323,6369699.99,2024,2,2024-02-22,2024-02-22
fe8335b0,usr-0001,fashion,atm,Makassar,17,427292.38,0.0465,6925890.24,2024,12,2024-12-14,2024-12-14
b915cca5,usr-0034,fashion,atm,Jakarta,11,58792.25,0.0198,633917.61,2024,6,2024-06-13,2024-06-13
e6b5bbfb,usr-0062,olahraga,teller,Jakarta,16,1619616.64,0.043,24798774.27,2024,6,2024-06-27,2024-06-27
8e28f563,usr-0010,otomotif,atm,Surabaya,13,2758159.9,0.1581,30187934.93,2024,8,2024-08-16,2024-08-16
a1a5a223,usr-0022,olahraga,mobile,Palembang,2,2107457.58,0.0034,4200676.76,2024,2,2024-02-21,2024-02-21
15170011,usr-0044,makanan,mobile,Surabaya,11,26287.4,0.0453,276061.24,2024,12,2024-12-11,2024-12-11
5f520b02,usr-0044,elektronik,atm,Surabaya,16,3568907.05,0.1639,47744694.24,2024,7,2024-07-09,2024-07-09
74e934fb,usr-0001,otomotif,atm,Makassar,2,2865977.91,0.0492,5450139.12,2024,7,2024-07-15,2024-07-15
d039afb3,usr-0023,makanan,mobile,Palembang,10,92057.02,0.0038,917100.44,2024,2,2024-02-19,2024-02-19
21239da1,usr-0005,makanan,web,Palembang,15,15964.93,0.0428,229234.85,2024,1,2024-01-18,2024-01-18
1b351cb4,usr-0221,fashion,web,Bandung,8,94945.48,0.0768,701229.33,2024,12,2024-12-20,2024-12-20
ef055830,usr-0276,kesehatan,teller,Makassar,9,425181.54,0.1288,3333892.2,2024,7,2024-07-06,2024-07-06
7d7f9cf1,usr-0009,otomotif,mobile,Palembang,3,2514271.07,0.2697,5508253.69,2024,11,2024-11-22,2024-11-22
ffe1b489,usr-0003,olahraga,mobile,Palembang,5,2119506.15,0.1527,8979162.19,2024,4,2024-04-01,2024-04-01
20d796a7,usr-0005,otomotif,atm,Palembang,2,2138815.57,0.0739,3961340.16,2024,8,2024-08-04,2024-08-04
42db218c,usr-0029,olahraga,mobile,Semarang,9,2461229.72,0.1652,18490854.37,2024,10,2024-10-22,2024-10-22
f947dcf8,usr-0188,kesehatan,web,Semarang,3,135453.04,0.0752,375780.78,2024,9,2024-09-07,2024-09-07
99fe82fb,usr-0033,makanan,teller,Semarang,9,82327.95,0.2249,574340.78,2024,2,2024-02-15,2024-02-15
4b14328a,usr-0001,elektronik,teller,Makassar,6,461843.12,0.1245,2426117.37,2024,10,2024-10-08,2024-10-08
3a6f70f6,usr-0001,olahraga,mobile,Makassar,6,1413794.31,0.2088,6711219.82,2024,2,2024-02-13,2024-02-13
fac46484,usr-0005,elektronik,web,Palembang,15,1131861.86,0.2305,13064539.12,2024,9,2024-09-29,2024-09-29
c745ab12,usr-0165,elektronik,atm,Balikpapan,1,5444705.75,0.061,5112690.68,2024,5,2024-05-21,2024-05-21
f9d4b60c,usr-0062,otomotif,teller,Jakarta,3,1000666.46,0.2621,2215301.31,2024,6,2024-06-30,2024-06-30
3488fafe,usr-0046,fashion,web,Surabaya,3,446231.29,0.2477,1007155.75,2024,1,2024-01-15,2024-01-15
585c8b72,usr-0011,otomotif,mobile,Bandung,4,458767.87,0.117,1620308.96,2024,7,2024-07-27,2024-07-27
f0e8c3f8,usr-0232,olahraga,atm,Palembang,6,1692671.87,0.1943,8182347.03,2024,9,2024-09-20,2024-09-20
27e12833,usr-0012,fashion,mobile,Denpasar,5,321089.81,0.1331,1391772.08,2024,2,2024-02-18,2024-02-18
0f8c092a,usr-0160,kesehatan,web,Makassar,12,218115.41,0.2787,1887845.98,2024,10,2024-10-28,2024-10-28
95d43726,usr-0204,olahraga,mobile,Bandung,13,1859888.93,0.2338,18525591.75,2024,12,2024-12-16,2024-12-16
8d670bfd,usr-0030,fashion,mobile,Yogyakarta,1,107108.86,0.0276,104150.08,2024,1,2024-01-05,2024-01-05
ce52ea0e,usr-0203,makanan,web,Makassar,17,54530.55,0.0251,903726.65,2024,11,2024-11-10,2024-11-10
76748141,usr-0008,makanan,teller,Balikpapan,6,145866.27,0.2846,626159.46,2024,2,2024-02-25,2024-02-25
592a0b77,usr-0074,kesehatan,web,Jakarta,16,185791.97,0.1236,2605364.72,2024,12,2024-12-12,2024-12-12
4d2a4b60,usr-0001,makanan,teller,Makassar,9,128628.11,0.1445,990378.5,2024,10,2024-10-06,2024-10-06
aa4c0fe1,usr-0028,otomotif,web,Bandung,15,2807072.21,0.2156,33026282.32,2024,4,2024-04-19,2024-04-19
0293e4fa,usr-0005,elektronik,web,Palembang,8,6500158.08,0.1014,46727955.83,2024,1,2024-01-21,2024-01-21
191d5af5,usr-0001,olahraga,atm,Makassar,2,1043352.61,0.1444,1785462.94,2024,12,2024-12-07,2024-12-07
f72eed85,usr-0001,otomotif,web,Makassar,11,956222.92,0.2536,7851479.36,2024,5,2024-05-31,2024-05-31
86bc1c6a,usr-0011,elektronik,mobile,Bandung,11,3466291.84,0.2252,29541796.11,2024,5,2024-05-07,2024-05-07
88521320,usr-0053,fashion,web,Yogyakarta,14,459176.02,0.0537,6083249.91,2024,1,2024-01-04,2024-01-04
76e9427c,usr-0025,kesehatan,teller,Denpasar,10,34243.29,0.0356,330238.81,2024,10,2024-10-15,2024-10-15
635a552b,usr-0009,otomotif,atm,Palembang,19,2207208.59,0.1654,35000368.09,2024,6,2024-06-23,2024-06-23
068cb920,usr-0291,elektronik,teller,Palembang,12,1117938.18,0.058,12637775.64,2024,8,2024-08-24,2024-08-24
38c3949d,usr-0241,otomotif,web,Jakarta,18,2644473.48,0.1698,39519907.77,2024,3,2024-03-18,2024-03-18
1bc4963e,usr-0002,kesehatan,atm,Denpasar,8,322847.76,0.1182,2277398.85,2024,12,2024-12-14,2024-12-14
68df9850,usr-0020,makanan,mobile,Denpasar,18,40438.81,0.2973,511466.28,2024,9,2024-09-23,2024-09-23
4ba340ad,usr-0071,fashion,atm,Makassar,2,139964.97,0.2184,218798.31,2024,7,2024-07-06,2024-07-06
bd5b12ab,usr-0104,fashion,atm,Palembang,7,201773.19,0.2833,1012232.26,2024,10,2024-10-11,2024-10-11
48cd071a,usr-0015,kesehatan,web,Semarang,7,114847.07,0.1264,702344.66,2024,10,2024-10-08,2024-10-08
2d602812,usr-0110,makanan,teller,Bandung,10,85650.54,0.2021,683373.82,2024,9,2024-09-15,2024-09-15
acf7e0f0,usr-0002,fashion,teller,Denpasar,18,181715.22,0.095,2959998.3,2024,2,2024-02-14,2024-02-14
b8adf1d0,usr-0012,fashion,teller,Denpasar,16,158637.7,0.2233,1971495.09,2024,3,2024-03-23,2024-03-23
c8adb332,usr-0097,makanan,atm,Yogyakarta,19,145128.09,0.2103,2177652.97,2024,1,2024-01-27,2024-01-27
65997fb1,usr-0063,olahraga,atm,Jakarta,7,1947351.68,0.1896,11046570.01,2024,7,2024-07-15,2024-07-15
c0591a1b,usr-0162,otomotif,web,Denpasar,15,1373311.0,0.2656,15128896.92,2024,8,2024-08-03,2024-08-03
a7f296e4,usr-0001,olahraga,teller,Makassar,15,1498746.94,0.009,22277845.16,2024,8,2024-08-25,2024-08-25
5868c49e,usr-0003,fashion,atm,Palembang,5,227304.29,0.0002,1136294.53,2024,7,2024-07-03,2024-07-03
64f364a6,usr-0001,olahraga,teller,Makassar,18,2124839.61,0.0931,34684596.84,2024,5,2024-05-03,2024-05-03
a8bad9b9,usr-0004,kesehatan,atm,Denpasar,6,473796.81,0.0688,2647061.46,2024,7,2024-07-24,2024-07-24
2c39833c,usr-0001,otomotif,web,Makassar,16,2411651.74,0.0026,38484340.37,2024,4,2024-04-15,2024-04-15
3f03904a,usr-0033,kesehatan,web,Semarang,12,278887.5,0.0046,3331164.38,2024,9,2024-09-18,2024-09-18
7dac3943,usr-0038,fashion,atm,Bandung,15,53521.69,0.0809,737915.15,2024,6,2024-06-20,2024-06-20
314271b7,usr-0074,olahraga,mobile,Jakarta,14,1832106.95,0.0445,24509163.57,2024,9,2024-09-17,2024-09-17
4ab29f28,usr-0016,elektronik,teller,Yogyakarta,20,1314490.01,0.1662,21920523.51,2024,7,2024-07-26,2024-07-26
cb278ffb,usr-0001,otomotif,mobile,Makassar,20,684521.68,0.0643,12810140.23,2024,9,2024-09-01,2024-09-01
80268605,usr-0079,elektronik,atm,Semarang,14,1087577.51,0.2908,10798090.54,2024,7,2024-07-01,2024-07-01
211b1179,usr-0001,fashion,atm,Makassar,9,674781.72,0.204,4833902.53,2024,11,2024-11-28,2024-11-28
58fd905c,usr-0182,olahraga,mobile,Yogyakarta,12,1377038.74,0.1394,14220878.94,2024,8,2024-08-01,2024-08-01
802341eb,usr-0001,makanan,teller,Makassar,7,124914.82,0.0748,808972.65,2024,4,2024-04-26,2024-04-26
dcaab1d9,usr-0039,elektronik,atm,Denpasar,15,3727692.1,0.1766,46038072.4,2024,1,2024-01-22,2024-01-22
fca3120b,usr-0203,elektronik,teller,Makassar,14,3264634.72,0.0425,43760326.41,2024,6,2024-06-07,2024-06-07
cfaac319,usr-0048,elektronik,teller,Balikpapan,6,524648.55,0.1844,2567439.82,2024,8,2024-08-19,2024-08-19
b14fed4e,usr-0058,elektronik,mobile,Bandung,15,1856822.12,0.2482,20938600.49,2024,10,2024-10-09,2024-10-09
f1e37fbc,usr-0082,elektronik,web,Jakarta,1,4447219.44,0.1956,3577469.01,2024,8,2024-08-13,2024-08-13
2ac8bcc4,usr-0002,fashion,atm,Denpasar,17,72254.65,0.0838,1125402.77,2024,5,2024-05-30,2024-05-30
0892fbce,usr-0080,otomotif,mobile,Denpasar,7,2155124.47,0.2778,10894822.3,2024,11,2024-11-07,2024-11-07
9d7908e7,usr-0192,elektronik,atm,Bandung,12,4554536.05,0.2492,41036594.11,2024,1,2024-01-06,2024-01-06
76cd6fe9,usr-0274,fashion,atm,Surabaya,13,176582.02,0.239,1746837.21,2024,12,2024-12-24,2024-12-24
70cb9054,usr-0024,fashion,web,Surabaya,10,599197.45,0.1314,5204576.72,2024,9,2024-09-04,2024-09-04
9889f97d,usr-0013,kesehatan,teller,Semarang,14,306311.4,0.0324,4149311.19,2024,2,2024-02-29,2024-02-29
